edgeID,ftCode,road_width,gradient,count,flood_ratio_pct,Rflood_pct,Rfall_young_pct,Rfall_old_pct,rf_base_pct,rf_fence_pct,rf_slope_pct,rf_width_pct
100383,0,13.0,-0.0009580550184861395,0.0,0,0,0,0,0,0,0,0
100386,0,3.0,0.10393410213323472,1.0,4,5,50,60,15,15,10,10
100387,0,13.0,0.0,0.0,0,0,15,25,5,10,0,0
100388,0,13.0,0.000448449386554583,23.0,96,100,15,25,5,10,0,0
100389,0,3.0,0.005448036710357636,0.0,0,0,0,0,0,0,0,0
100390,0,3.0,0.0,0.0,0,0,25,35,5,10,0,10
100391,0,3.0,-0.007659608869685142,0.0,0,0,25,35,5,10,0,10
100392,0,3.0,-0.004845699835575605,0.0,0,0,35,45,15,10,0,10
100393,0,3.0,0.0006093113124693103,0.0,0,0,25,35,5,10,0,10
100394,0,3.0,-0.0028500784268269256,0.0,0,0,25,35,5,10,0,10
100395,0,3.0,0.0032560674667047873,1.0,4,4,0,0,0,0,0,0
100396,0,3.0,0.010283830168186346,1.0,4,4,0,0,0,0,0,0
100397,0,3.0,-0.10965438403937773,0.0,0,0,0,0,0,0,0,0
100400,0,3.0,-0.06853451117054314,1.0,4,4,0,0,0,0,0,0
100402,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0
100405,0,5.5,-0.02876998716954839,0.0,0,0,0,0,0,0,0,0
100406,0,3.0,-0.005909839666271868,16.0,67,67,0,0,0,0,0,0
100407,0,3.0,-0.003441279274695192,5.0,21,26,35,45,10,15,0,10
100408,0,3.0,0.0030246225706345477,20.0,83,83,0,0,0,0,0,0
100409,0,3.0,0.0,16.0,67,67,0,0,0,0,0,0
100410,0,3.0,0.01159886676693283,24.0,100,100,0,0,0,0,0,0
100411,0,3.0,0.008653113341604237,16.0,67,67,0,0,0,0,0,0
100412,0,3.0,-0.012017740064138699,20.0,83,83,0,0,0,0,0,0
100413,0,3.0,0.045908243512825575,5.0,21,21,0,0,0,0,0,0
100414,0,3.0,-0.04042399976298355,9.0,38,38,0,0,0,0,0,0
100415,0,5.5,0.040203592007703966,1.0,4,5,30,40,15,15,0,0
100416,0,5.5,-0.004595242583920929,1.0,4,5,30,40,15,15,0,0
100417,0,5.5,0.030404089386432572,0.0,0,0,0,0,0,0,0,0
100418,0,5.5,0.05327205435678342,1.0,4,4,0,0,0,0,0,0
100422,0,5.5,-0.0244430267013552,0.0,0,0,0,0,0,0,0,0
100427,0,3.0,0.0,0.0,0,0,35,45,10,15,0,10
100428,0,3.0,0.04137553138055564,17.0,71,71,0,0,0,0,0,0
100429,0,5.5,-0.0010037607987558117,0.0,0,0,0,0,0,0,0,0
100430,0,5.5,0.025673213271695996,0.0,0,0,25,35,15,10,0,0
100431,0,3.0,0.0,24.0,100,100,0,0,0,0,0,0
100447,0,5.5,0.0,0.0,0,0,10,20,10,0,0,0
100449,0,3.0,-0.0298979488978534,0.0,0,0,0,0,0,0,0,0
100451,0,5.5,-0.03835397060118418,0.0,0,0,15,25,15,0,0,0
100452,0,5.5,-0.029828839042094674,0.0,0,0,0,0,0,0,0,0
100453,0,3.0,-0.08836390305197593,0.0,0,0,0,0,0,0,0,0
100454,0,5.5,0.01846291213656824,0.0,0,0,5,15,5,0,0,0
100455,0,5.5,-0.03664204167521703,0.0,0,0,0,0,0,0,0,0
100456,0,5.5,-0.004810803635854643,24.0,100,100,0,0,0,0,0,0
100457,0,5.5,0.0250435582770894,0.0,0,0,0,0,0,0,0,0
100458,0,13.0,-0.001162558759512083,0.0,0,0,0,0,0,0,0,0
